lab beshe za queue



Да се имплементира класа CellularNetwork во кој се чуваат информации за една мобилна мрежа. Да се имплементираат следните методи:

public CellularNetwork(String name, String[] cellIds, int[] capacities) - конструктор со аргументи името на мрежата, низа од идентификатори на базните станици во мрежата и капацитет на повици за секоја од базните станици соодветно
public void makeCall(String cellId, String number) throws CellFullException - метод за креирање повик од даден број number во базна станица со дадено cellId. Притоа ако е исполнет капацитетот за дадената базна станица да се фрли исклучок од тип CellFullException со порака: CellFullException: {cell_id}. Креирањето нов повик треба да биде со комлексност O(logN) за N вкупно базни станици.
public void handover(String number, String fromCellId, String toCellId) throws CellFullException - метод за префрлање повик од даден број number од една базна станица fromCellId во друга toCellid. Во овој повик исто така може да се случи и фрли исклучок CellFulException ако е исполнет капацитетот на базната станица во која треба да се префрли повикот. Комплексноста на овој метод треба да биде O(logN) за N вкупно базни станици.
public void load() - за печатење за информациите за секоја базна станица, подредени лексикографски во однос на идентификаторот на базната станица. За секоја базна станица се печти (пример):
ID: {id}
cell-0:86 cell-1:51 cell-2:71 cell-3:52 cell-4:61 cell-5:41 cell-6:32 cell-7:80 cell-8:33 cell-9:91 cell-10:29
310
cell-8 077558565
cell-6 075257614
cell-4 076401044
cell-8 078907118
cell-6 077201534
cell-4 077303421
cell-4 075086089
cell-3 077014033
cell-4 076321818
cell-1 078471145
cell-7 070774853
cell-6 070419699
cell-10 075457789
cell-4 071436338
cell-3 078325402
cell-2 071172369
cell-8 075909768
cell-4 071442754
cell-2 077593837
cell-5 071566298
cell-8 078956284
cell-2 070534805
cell-7 070588843
cell-7 075619645
cell-8 070290908
cell-9 076329698
cell-0 071465789
cell-6 070285522
cell-9 075856277
cell-0 077078937
cell-3 076899160
cell-0 077908197
cell-6 071156781
cell-9 075541976
cell-10 070475546
cell-6 077270651
cell-4 076444124
cell-3 077893293
cell-9 078006873
cell-10 075514803
cell-5 078129388
cell-7 078879612
cell-4 071049518
cell-1 070756912
cell-2 077646758
cell-6 070329667
cell-10 075490199
cell-7 076421211
cell-8 076146919
cell-4 075547951
cell-6 071878380
cell-4 077597992
cell-8 077692211
cell-5 076790490
cell-10 078885719
cell-5 071957229
cell-1 075180381
cell-9 071795592
cell-9 071687081
cell-4 077252564
cell-5 070570080
cell-9 075845238
cell-7 077158114
cell-3 070346693
cell-6 078052782
cell-4 078016777
cell-10 070935069
cell-1 071901663
cell-7 076893291
cell-9 070159639
cell-1 077095347
cell-6 078727122
cell-3 076472810
cell-9 070809610
cell-5 077370026
cell-3 077722632
cell-2 070488741
cell-5 077446753
cell-8 075939863
cell-3 078218606
cell-4 075126807
cell-0 076550806
cell-1 075113305
cell-9 076777009
cell-6 071561012
cell-3 076889900
cell-2 076033393
cell-3 078380116
cell-2 077052210
cell-8 071631906
cell-0 071647787
cell-1 077786313
cell-4 078710690
cell-2 078569168
cell-5 076314905
cell-4 078849693
cell-0 075753359
cell-4 078316783
cell-10 077002757
cell-9 076726662
cell-5 070663770
cell-9 078116116
cell-5 071313295
cell-3 075885011
cell-0 071165435
cell-2 075996360
cell-1 077933821
cell-2 075631405
cell-4 076966679
cell-0 078249339
cell-7 076379768
cell-2 075539440
cell-5 070736109
cell-9 070140987
cell-0 070509063
cell-8 076688213
cell-10 071650675
cell-3 075855028
cell-8 078369364
cell-1 075797165
cell-3 076990944
cell-6 077138329
cell-1 070925744
cell-7 075413552
cell-4 071040918
cell-6 076064437
cell-9 070290520
cell-0 078687936
cell-0 075223735
cell-7 078297325
cell-5 077148081
cell-8 075926414
cell-9 077368154
cell-3 075111477
cell-8 077015596
cell-3 075966817
cell-8 071051323
cell-7 076829180
cell-3 070516544
cell-6 071858335
cell-10 075189948
cell-6 076744544
cell-0 078650891
cell-1 070304515
cell-6 078961370
cell-4 075377196
cell-5 075473392
cell-1 071327147
cell-1 070157798
cell-5 071905588
cell-9 075962935
cell-7 071050405
cell-8 076839260
cell-7 070289249
cell-9 075108291
cell-7 077216717
cell-7 070281547
cell-10 075569387
cell-1 076438998
cell-1 071574002
cell-4 078240530
cell-4 070982902
cell-9 076817901
cell-8 071515599
cell-1 078586214
cell-5 071390606
cell-3 070639055
cell-5 077970377
cell-1 071244065
cell-10 076220560
cell-0 075119465
cell-5 077656382
cell-8 076157878
cell-7 075251527
cell-2 077264617
cell-8 076778449
cell-3 075070663
cell-1 077810398
cell-4 076255364
cell-6 075304635
cell-8 075128784
cell-2 076390403
cell-1 076507264
cell-1 070654074
cell-1 071983655
cell-0 078020683
cell-2 076948199
cell-1 076450374
cell-4 075700502
cell-2 075666695
cell-3 075310335
cell-3 077137737
cell-1 076464687
cell-8 077352475
cell-5 075928063
cell-6 077783568
cell-10 071494430
cell-5 070329262
cell-4 076071046
cell-8 078458063
cell-7 075422560
cell-4 071548701
cell-0 071521716
cell-7 078024292
cell-10 077449970
cell-3 077121222
cell-2 075472331
cell-7 077378565
cell-9 078118329
cell-6 077786506
cell-0 071543412
cell-2 077968604
cell-1 075876605
cell-4 076493574
cell-4 078220329
cell-10 077052671
cell-0 071809517
cell-8 077915663
cell-3 071317821
cell-10 078466713
cell-0 071999668
cell-9 070523773
cell-2 075328386
cell-8 077253247
cell-8 070692677
cell-6 075094338
cell-5 078328200
cell-3 076753153
cell-8 071557907
cell-4 071956089
cell-2 071076873
cell-6 071754722
cell-10 071873233
cell-0 076165525
cell-6 070282081
cell-6 078842886
cell-6 076564389
cell-9 078690564
cell-3 078171000
cell-10 078296708
cell-2 070118527
cell-4 077377488
cell-7 075704911
cell-1 077658007
cell-8 077756078
cell-10 077962606
cell-8 075361047
cell-9 077221098
cell-10 076875690
cell-5 075594260
cell-0 078346282
cell-8 077321359
cell-6 070566132
cell-9 070726618
cell-4 078347945
cell-0 078263329
cell-6 076144334
cell-2 070769206
cell-9 075069319
cell-10 078490896
cell-6 078517569
cell-8 070713039
cell-3 077316415
cell-3 070482413
cell-5 076346074
cell-2 071241962
cell-8 075876279
cell-8 076999831
cell-6 076561483
cell-2 075628740
cell-2 071863048
cell-2 078941268
cell-10 075648911
cell-2 076871989
cell-8 076703058
cell-2 077764924
cell-0 071634030
cell-7 070680026
cell-8 078387221
cell-5 070629086
cell-4 077633200
cell-6 070401992
cell-6 071097184
cell-7 077684758
cell-8 070840216
cell-4 078956767
cell-6 078993520
cell-1 076602742
cell-6 077170432
cell-4 070572162
cell-4 071180111
cell-4 071778757
cell-9 070621458
cell-2 071249894
cell-9 075483038
cell-0 076148254
cell-0 077802348
cell-6 075447719
cell-0 076372069
cell-4 076054556
cell-7 071730949
cell-6 078267743
cell-9 076331614
cell-8 071793533
cell-9 076564179
cell-7 077777629
cell-4 076127247
cell-10 076651818
cell-10 071710598
cell-8 070895491
83
071561012 cell-6 cell-7
075569387 cell-10 cell-0
078325402 cell-3 cell-4
070680026 cell-7 cell-8
070895491 cell-8 cell-9
076726662 cell-9 cell-10
078956284 cell-8 cell-9
076829180 cell-7 cell-8
077078937 cell-0 cell-1
070769206 cell-2 cell-3
071905588 cell-5 cell-6
070523773 cell-9 cell-10
077377488 cell-4 cell-5
077352475 cell-8 cell-9
077321359 cell-8 cell-9
070570080 cell-5 cell-6
078218606 cell-3 cell-4
077446753 cell-5 cell-6
076146919 cell-8 cell-9
077658007 cell-1 cell-2
076893291 cell-7 cell-8
071574002 cell-1 cell-2
071097184 cell-6 cell-7
076064437 cell-6 cell-7
076372069 cell-0 cell-1
078993520 cell-6 cell-7
070488741 cell-2 cell-3
070572162 cell-4 cell-5
070509063 cell-0 cell-1
075070663 cell-3 cell-4
070692677 cell-8 cell-9
070570080 cell-6 cell-7
071515599 cell-8 cell-9
075966817 cell-3 cell-4
076329698 cell-9 cell-10
071050405 cell-7 cell-8
075753359 cell-0 cell-1
076331614 cell-9 cell-10
071436338 cell-4 cell-5
076507264 cell-1 cell-2
075619645 cell-7 cell-8
078346282 cell-0 cell-1
075539440 cell-2 cell-3
071494430 cell-10 cell-0
078727122 cell-6 cell-7
077138329 cell-6 cell-7
071999668 cell-0 cell-1
076893291 cell-8 cell-9
075128784 cell-8 cell-9
070680026 cell-8 cell-9
070692677 cell-9 cell-10
075490199 cell-10 cell-0
071999668 cell-1 cell-2
076688213 cell-8 cell-9
071548701 cell-4 cell-5
070304515 cell-1 cell-2
077764924 cell-2 cell-3
071778757 cell-4 cell-5
078116116 cell-9 cell-10
076054556 cell-4 cell-5
078490896 cell-10 cell-0
077303421 cell-4 cell-5
070401992 cell-6 cell-7
077783568 cell-6 cell-7
071634030 cell-0 cell-1
078129388 cell-5 cell-6
078129388 cell-6 cell-7
078249339 cell-0 cell-1
078687936 cell-0 cell-1
077446753 cell-6 cell-7
075700502 cell-4 cell-5
075628740 cell-2 cell-3
075594260 cell-5 cell-6
071390606 cell-5 cell-6
071548701 cell-5 cell-6
076875690 cell-10 cell-0
075856277 cell-9 cell-10
071566298 cell-5 cell-6
077810398 cell-1 cell-2
075483038 cell-9 cell-10
077078937 cell-1 cell-2
076602742 cell-1 cell-2
075885011 cell-3 cell-4
16
075855028
070488741
078471145
075962935
071327147
078016777
075569387
075628740
078961370
076401044
071051323
075119465
075856277
077158114
070935069
071180111
----- Making calls -----
CellFullException: cell-8
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-8
CellFullException: cell-8
----- Making handovers -----
CellFullException: cell-8
CellFullException: cell-6
CellFullException: cell-6
===== Find numbers =====
075855028 : cell-3
070488741 : cell-2 -> cell-3
078471145 : cell-1
075962935 : cell-9
071327147 : cell-1
078016777 : cell-4
075569387 : cell-10 -> cell-0
075628740 : cell-2 -> cell-3
078961370 : cell-6
076401044 : cell-4
071051323 : cell-8
075119465 : cell-0
075856277 : cell-9 -> cell-10
077158114 : cell-7
070935069 : cell-10
071180111 : cell-4
===== Load =====
ID: cell-0
** 24.42%
ID: cell-1
***** 52.94%
ID: cell-10
******** 89.66%
ID: cell-2
**** 43.66%
ID: cell-3
***** 50.00%
ID: cell-4
***** 55.74%
ID: cell-5
***** 56.10%
ID: cell-6
********* 90.63%
ID: cell-7
*** 37.50%
ID: cell-8
******** 84.85%
ID: cell-9
*** 34.07%
----- Making calls -----
CellFullException: {cell-8}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-8}
CellFullException: {cell-8}

----- Making handovers -----
CellFullException: {cell-2}
===== Find numbers =====
===== Load =====
T-Mobile
cell-0:27 cell-1:39 cell-2:34 cell-3:40 cell-4:39 cell-5:66 cell-6:73 cell-7:83
245
cell-2 077755493
cell-2 078356406
cell-4 076493704
cell-1 070312991
cell-0 076529717
cell-5 070973634
cell-2 078454813
cell-1 077262719
cell-6 076444230
cell-0 070120637
cell-4 077282656
cell-1 075635886
cell-0 076683673
cell-4 078211526
cell-1 075018070
cell-4 076857934
cell-3 077320400
cell-7 075273967
cell-3 071520226
cell-4 075921502
cell-4 078423947
cell-0 076777847
cell-6 077883004
cell-1 070222936
cell-4 077541233
cell-2 076197741
cell-0 071234065
cell-1 078361245
cell-6 077923313
cell-6 078556390
cell-0 077922976
cell-1 070014877
cell-3 075316002
cell-4 078122460
cell-1 077475099
cell-3 075138903
cell-3 075054031
cell-6 071876469
cell-0 071779476
cell-1 075307193
cell-6 078207874
cell-3 075053251
cell-7 071211453
cell-2 077288702
cell-6 078251632
cell-3 077526654
cell-5 070336962
cell-2 076697354
cell-1 078213251
cell-1 071408747
cell-2 070560835
cell-4 075794546
cell-7 076164698
cell-2 078063407
cell-3 075780511
cell-6 077818167
cell-6 075765887
cell-2 076732314
cell-4 075075719
cell-6 071865836
cell-7 070716820
cell-1 077649788
cell-0 070616134
cell-1 071770212
cell-4 077428443
cell-2 070370146
cell-3 077159470
cell-3 071235813
cell-4 071489576
cell-3 076060208
cell-6 071687606
cell-2 070508828
cell-0 070071397
cell-1 070531520
cell-2 071535031
cell-1 075108460
cell-2 077128180
cell-1 078375763
cell-0 076337898
cell-0 070612755
cell-7 075413049
cell-4 076592396
cell-5 078061822
cell-0 078591396
cell-2 070928531
cell-3 070398585
cell-3 071784235
cell-6 075936281
cell-7 075256702
cell-5 075238891
cell-1 077375191
cell-6 077165622
cell-6 075553889
cell-2 076853390
cell-4 077562213
cell-5 070779253
cell-6 070792976
cell-0 075977761
cell-0 077230271
cell-6 075673167
cell-7 077559914
cell-4 077195734
cell-2 078454964
cell-0 078723875
cell-2 070066946
cell-0 077711933
cell-7 076416022
cell-0 070497127
cell-2 075438098
cell-3 071077262
cell-7 075337253
cell-7 078915696
cell-6 075403905
cell-7 076303498
cell-7 075987965
cell-5 071314154
cell-1 071333845
cell-4 070998714
cell-7 076572041
cell-2 070408924
cell-2 076659338
cell-1 076733197
cell-7 078989124
cell-3 077689618
cell-3 078478391
cell-0 070003817
cell-2 078936358
cell-3 071366326
cell-7 077440474
cell-3 070376975
cell-2 070669405
cell-2 070755275
cell-3 078502214
cell-2 078954804
cell-3 075467232
cell-3 075469510
cell-5 076167510
cell-4 078553305
cell-5 071455320
cell-2 077165636
cell-0 070400189
cell-6 071767753
cell-7 077812861
cell-4 077667988
cell-2 071389046
cell-6 075503257
cell-2 071631718
cell-2 077279096
cell-1 071906293
cell-2 071583337
cell-2 070911424
cell-4 076432544
cell-3 071779758
cell-6 070285804
cell-4 078650657
cell-6 071149373
cell-4 075197803
cell-5 071739042
cell-3 070120008
cell-6 070473563
cell-0 075459330
cell-6 075409953
cell-0 078234800
cell-3 077535111
cell-2 078228867
cell-0 078751445
cell-0 070037245
cell-3 071601957
cell-1 077137215
cell-3 070625845
cell-3 078837121
cell-0 075792343
cell-7 078489760
cell-5 075009837
cell-7 071291376
cell-4 078761771
cell-2 076794948
cell-5 076618166
cell-4 076331658
cell-1 076945133
cell-4 075100502
cell-6 070104695
cell-3 070661162
cell-1 077814405
cell-0 071924182
cell-6 071093544
cell-0 075189913
cell-6 077565250
cell-4 070445988
cell-4 070773547
cell-5 077862800
cell-1 071762733
cell-0 076185253
cell-5 070636416
cell-6 076440378
cell-0 076979575
cell-7 077146180
cell-5 071650939
cell-2 075690565
cell-0 077640798
cell-3 078352944
cell-2 078464042
cell-7 078726649
cell-7 076829384
cell-3 075132712
cell-6 076084114
cell-5 078551458
cell-4 078958060
cell-1 078592658
cell-1 071975956
cell-2 075108144
cell-6 071284900
cell-0 078659556
cell-0 075877622
cell-3 071151377
cell-7 078229473
cell-3 071791022
cell-2 070092722
cell-2 076676982
cell-6 075906297
cell-3 078285683
cell-5 075177535
cell-7 077382866
cell-4 070780693
cell-7 071326624
cell-2 078579157
cell-7 075223541
cell-7 078579121
cell-5 070399761
cell-2 076995747
cell-6 077916241
cell-2 070883954
cell-7 078265380
cell-5 078824262
cell-5 077818082
cell-3 077399140
cell-6 077909570
cell-0 071063313
cell-7 076453807
cell-5 078436716
cell-6 071141397
cell-7 070308157
cell-3 070359255
cell-2 070012965
cell-0 075737821
75
076416022 cell-7 cell-0
071865836 cell-6 cell-7
076432544 cell-4 cell-5
078061822 cell-5 cell-6
071739042 cell-5 cell-6
077279096 cell-2 cell-3
075921502 cell-4 cell-5
077165636 cell-2 cell-3
071151377 cell-3 cell-4
078579157 cell-2 cell-3
076829384 cell-7 cell-0
075792343 cell-0 cell-1
076733197 cell-1 cell-2
071366326 cell-3 cell-4
075256702 cell-7 cell-0
077137215 cell-1 cell-2
071784235 cell-3 cell-4
070071397 cell-0 cell-1
077382866 cell-7 cell-0
071601957 cell-3 cell-4
076777847 cell-0 cell-1
071583337 cell-2 cell-3
078207874 cell-6 cell-7
076432544 cell-5 cell-6
076331658 cell-4 cell-5
077541233 cell-4 cell-5
078234800 cell-0 cell-1
070003817 cell-0 cell-1
075977761 cell-0 cell-1
078915696 cell-7 cell-0
075780511 cell-3 cell-4
070398585 cell-3 cell-4
071063313 cell-0 cell-1
076416022 cell-0 cell-1
078375763 cell-1 cell-2
071770212 cell-1 cell-2
071767753 cell-6 cell-7
071291376 cell-7 cell-0
070336962 cell-5 cell-6
077818167 cell-6 cell-7
076683673 cell-0 cell-1
078579157 cell-3 cell-4
071784235 cell-4 cell-5
076164698 cell-7 cell-0
077711933 cell-0 cell-1
075635886 cell-1 cell-2
077288702 cell-2 cell-3
076853390 cell-2 cell-3
071149373 cell-6 cell-7
077812861 cell-7 cell-0
070071397 cell-1 cell-2
070066946 cell-2 cell-3
078454813 cell-2 cell-3
070071397 cell-2 cell-3
070716820 cell-7 cell-0
078556390 cell-6 cell-7
078553305 cell-4 cell-5
075075719 cell-4 cell-5
075936281 cell-6 cell-7
078375763 cell-2 cell-3
077812861 cell-0 cell-1
075438098 cell-2 cell-3
070336962 cell-6 cell-7
070636416 cell-5 cell-6
078285683 cell-3 cell-4
075792343 cell-1 cell-2
071770212 cell-2 cell-3
078352944 cell-3 cell-4
077812861 cell-1 cell-2
070779253 cell-5 cell-6
070376975 cell-3 cell-4
078436716 cell-5 cell-6
070883954 cell-2 cell-3
078285683 cell-4 cell-5
078285683 cell-5 cell-6
14
078659556
071235813
071791022
071366326
077526654
078824262
077288702
076995747
076683673
076777847
077230271
078356406
076829384
078553305
----- Making calls -----
CellFullException: cell-0
CellFullException: cell-0
CellFullException: cell-2
CellFullException: cell-0
CellFullException: cell-0
CellFullException: cell-2
CellFullException: cell-2
CellFullException: cell-2
CellFullException: cell-2
CellFullException: cell-2
CellFullException: cell-0
CellFullException: cell-2
CellFullException: cell-0
----- Making handovers -----
CellFullException: cell-0
CellFullException: cell-0
CellFullException: cell-2
CellFullException: cell-2
===== Find numbers =====
Number '078659556' not found
071235813 : cell-3
071791022 : cell-3
071366326 : cell-3 -> cell-4
077526654 : cell-3
078824262 : cell-5
077288702 : cell-2 -> cell-3
Number '076995747' not found
076683673 : cell-0 -> cell-1
076777847 : cell-0 -> cell-1
077230271 : cell-0
078356406 : cell-2
076829384 : cell-7
078553305 : cell-4 -> cell-5
===== Load =====
ID: cell-0
********* 92.59%
ID: cell-1
******* 74.36%
ID: cell-2
******** 88.24%
ID: cell-3
********* 95.00%
ID: cell-4
******* 76.92%
ID: cell-5
*** 30.30%
ID: cell-6
**** 45.21%
ID: cell-7
*** 33.73%
----- Making calls -----
CellFullException: {cell-0}
CellFullException: {cell-0}
CellFullException: {cell-2}
CellFullException: {cell-0}
CellFullException: {cell-0}
CellFullException: {cell-2}
CellFullException: {cell-2}
CellFullException: {cell-2}
CellFullException: {cell-2}
CellFullException: {cell-2}
CellFullException: {cell-0}
CellFullException: {cell-2}
CellFullException: {cell-0}

----- Making handovers -----
CellFullException: {cell-0}
===== Find numbers =====
===== Load =====
Sprint
cell-0:92 cell-1:87 cell-2:81 cell-3:98 cell-4:20 cell-5:97 cell-6:69 cell-7:87 cell-8:21 cell-9:13 cell-10:53 cell-11:43 cell-12:10
326
cell-10 078164218
cell-5 071404685
cell-10 077948402
cell-9 077527960
cell-11 078062415
cell-12 070968278
cell-12 078611347
cell-8 071019538
cell-4 077691490
cell-2 077895207
cell-1 076978896
cell-2 076232248
cell-12 071349737
cell-1 076228630
cell-1 070050174
cell-12 077743360
cell-5 076525054
cell-11 076645927
cell-1 075548441
cell-8 076214119
cell-3 070367543
cell-10 077163992
cell-10 077490265
cell-5 075551147
cell-3 070652681
cell-12 071627722
cell-4 071231191
cell-4 076374943
cell-6 078200072
cell-6 078106333
cell-12 075644103
cell-3 078096796
cell-3 075994840
cell-1 077819654
cell-11 070784309
cell-3 071098518
cell-1 076854805
cell-4 071682272
cell-1 078908296
cell-1 077030832
cell-8 071531965
cell-11 075045578
cell-0 075761952
cell-5 071757182
cell-0 076200957
cell-3 070284599
cell-3 070617222
cell-7 076210743
cell-0 071630347
cell-4 076039422
cell-12 076784541
cell-5 075060649
cell-1 077068165
cell-9 076087529
cell-7 076465969
cell-1 076432177
cell-3 077700974
cell-12 077601793
cell-2 070779848
cell-4 071304612
cell-4 075531366
cell-6 076567332
cell-12 075161795
cell-9 078621292
cell-5 078830393
cell-5 078801179
cell-0 076250382
cell-1 070418219
cell-1 077875189
cell-11 077367807
cell-3 077605143
cell-5 075710886
cell-10 077131213
cell-11 071462206
cell-9 071633545
cell-8 078794578
cell-7 075115233
cell-0 070554524
cell-2 078098549
cell-11 075659564
cell-3 070074665
cell-2 075452775
cell-7 071322700
cell-9 071027112
cell-7 070835013
cell-11 071043710
cell-7 071458940
cell-4 075269675
cell-5 075525808
cell-4 070687550
cell-0 077898674
cell-10 070895344
cell-5 071116734
cell-2 075790400
cell-4 076707670
cell-11 078605695
cell-11 070727587
cell-1 075688129
cell-9 070002941
cell-9 071668296
cell-3 078885734
cell-0 070410301
cell-9 070182045
cell-7 077086826
cell-3 078608424
cell-1 076916205
cell-7 071829744
cell-7 078225522
cell-10 077413221
cell-5 071074012
cell-1 076034575
cell-3 071323994
cell-10 075150905
cell-3 076303075
cell-9 078070091
cell-0 077186942
cell-11 071481916
cell-5 077073483
cell-6 075309846
cell-6 070370199
cell-8 075456467
cell-7 070402071
cell-4 071455347
cell-6 071998920
cell-12 070690547
cell-9 077663375
cell-6 075140758
cell-7 075448486
cell-3 071128255
cell-11 076909476
cell-10 077478236
cell-2 076375865
cell-12 078626176
cell-8 077927718
cell-9 077645506
cell-9 075947335
cell-6 078026291
cell-12 071229510
cell-6 078028823
cell-4 075129983
cell-5 078778302
cell-0 071120424
cell-6 070302040
cell-4 070541673
cell-6 077589920
cell-9 070212198
cell-8 078529896
cell-2 075028026
cell-9 075008917
cell-3 078260431
cell-11 071027442
cell-0 075234718
cell-6 071380430
cell-4 077407938
cell-0 071651743
cell-2 076602492
cell-7 071828530
cell-2 077985343
cell-4 070758341
cell-7 078230262
cell-7 071097240
cell-2 078682044
cell-4 077471627
cell-3 070326721
cell-5 078372456
cell-11 075131608
cell-6 071095316
cell-0 071121519
cell-12 078655659
cell-6 075923180
cell-4 076246879
cell-12 071576862
cell-11 070135398
cell-2 075027997
cell-5 078692412
cell-1 076718105
cell-0 076496690
cell-12 070278083
cell-7 077308432
cell-12 077875676
cell-4 075031467
cell-9 070859282
cell-11 071285507
cell-8 078895936
cell-7 075351175
cell-3 077995234
cell-10 070069263
cell-4 076012530
cell-10 075717738
cell-1 077338244
cell-5 071075062
cell-6 071869073
cell-3 070386506
cell-0 076551377
cell-10 070986460
cell-5 077795843
cell-8 075154210
cell-0 070360739
cell-10 077003560
cell-12 070933471
cell-10 070082487
cell-6 077362232
cell-1 078099910
cell-4 075860167
cell-7 077693569
cell-4 076993299
cell-5 075430755
cell-9 071356644
cell-7 071818944
cell-8 077648645
cell-7 071469354
cell-2 078743429
cell-7 075232086
cell-2 077682420
cell-0 071006775
cell-8 075051010
cell-4 078372282
cell-3 076493758
cell-8 076553165
cell-0 071911840
cell-1 070689154
cell-4 076498813
cell-11 077710222
cell-2 078952060
cell-0 075768240
cell-2 070859469
cell-4 078223958
cell-12 075951522
cell-0 076556589
cell-6 075388492
cell-5 076226495
cell-11 071114394
cell-8 075044534
cell-5 071952960
cell-2 070460175
cell-5 078796215
cell-1 075332952
cell-11 076494337
cell-8 070068076
cell-0 070510769
cell-11 076611809
cell-1 076228949
cell-5 078746976
cell-8 071144467
cell-9 078717114
cell-5 071394147
cell-11 076827435
cell-5 070676403
cell-5 070683588
cell-9 077183049
cell-0 077235887
cell-5 075133434
cell-12 077461449
cell-6 070900009
cell-4 075957580
cell-4 075972593
cell-1 076401897
cell-3 075603553
cell-7 077308439
cell-8 075913305
cell-1 070719716
cell-12 070157033
cell-6 078393416
cell-12 078941919
cell-7 076718752
cell-9 076861303
cell-8 076464538
cell-7 076002135
cell-8 070721260
cell-2 076557771
cell-7 078044315
cell-11 078072998
cell-7 075899835
cell-3 077801910
cell-1 078341751
cell-4 070744838
cell-9 075912550
cell-9 071068622
cell-2 076632841
cell-1 070579630
cell-6 070467623
cell-4 078047617
cell-5 070078164
cell-1 070946927
cell-4 076049033
cell-6 071419187
cell-9 078980607
cell-11 071569667
cell-10 071623808
cell-0 078918530
cell-7 077345513
cell-2 075512365
cell-8 071385951
cell-5 076811796
cell-10 077336693
cell-1 078816754
cell-2 070850594
cell-9 075975695
cell-2 076493653
cell-10 077794540
cell-6 075511124
cell-5 071612882
cell-7 076974264
cell-1 075912525
cell-6 076705464
cell-6 078289939
cell-10 075580784
cell-4 076213421
cell-1 076431623
cell-11 078097056
cell-10 078101537
cell-9 070864975
cell-12 071260664
cell-4 075010602
cell-4 078298041
cell-0 071462883
cell-1 076241834
cell-8 077409438
cell-11 071225213
cell-0 075028232
cell-7 075254668
cell-5 071161848
cell-10 077831179
cell-5 078145876
cell-1 075911159
cell-1 070016417
76
071019538 cell-8 cell-9
071116734 cell-5 cell-6
075659564 cell-11 cell-12
077648645 cell-8 cell-9
078816754 cell-1 cell-2
071231191 cell-4 cell-5
071818944 cell-7 cell-8
077186942 cell-0 cell-1
075761952 cell-0 cell-1
071469354 cell-7 cell-8
077691490 cell-4 cell-5
077682420 cell-2 cell-3
071623808 cell-10 cell-11
070460175 cell-2 cell-3
078298041 cell-4 cell-5
070050174 cell-1 cell-2
070895344 cell-10 cell-11
077795843 cell-5 cell-6
070326721 cell-3 cell-4
070864975 cell-9 cell-10
077985343 cell-2 cell-3
076210743 cell-7 cell-8
078941919 cell-12 cell-0
075254668 cell-7 cell-8
070968278 cell-12 cell-0
075161795 cell-12 cell-0
076718752 cell-7 cell-8
070418219 cell-1 cell-2
070689154 cell-1 cell-2
070050174 cell-2 cell-3
075133434 cell-5 cell-6
070278083 cell-12 cell-0
075923180 cell-6 cell-7
070460175 cell-3 cell-4
075975695 cell-9 cell-10
070078164 cell-5 cell-6
078026291 cell-6 cell-7
078796215 cell-5 cell-6
075129983 cell-4 cell-5
071323994 cell-3 cell-4
075456467 cell-8 cell-9
070069263 cell-10 cell-11
078626176 cell-12 cell-0
078070091 cell-9 cell-10
075150905 cell-10 cell-11
078164218 cell-10 cell-11
070360739 cell-0 cell-1
075010602 cell-4 cell-5
075860167 cell-4 cell-5
071260664 cell-12 cell-0
077831179 cell-10 cell-11
077794540 cell-10 cell-11
075008917 cell-9 cell-10
078796215 cell-6 cell-7
078260431 cell-3 cell-4
077801910 cell-3 cell-4
075912525 cell-1 cell-2
075511124 cell-6 cell-7
071322700 cell-7 cell-8
075388492 cell-6 cell-7
078047617 cell-4 cell-5
078952060 cell-2 cell-3
075140758 cell-6 cell-7
071043710 cell-11 cell-12
070835013 cell-7 cell-8
078655659 cell-12 cell-0
078605695 cell-11 cell-12
078796215 cell-7 cell-8
070859469 cell-2 cell-3
070541673 cell-4 cell-5
070946927 cell-1 cell-2
075351175 cell-7 cell-8
075768240 cell-0 cell-1
075899835 cell-7 cell-8
076645927 cell-11 cell-12
078611347 cell-12 cell-0
14
070617222
071394147
077030832
075790400
077801910
078743429
076602492
077743360
070460175
075150905
075951522
078298041
077073483
078097056
----- Making calls -----
CellFullException: cell-12
CellFullException: cell-12
CellFullException: cell-9
CellFullException: cell-12
CellFullException: cell-12
CellFullException: cell-12
CellFullException: cell-12
CellFullException: cell-9
CellFullException: cell-12
CellFullException: cell-4
CellFullException: cell-9
CellFullException: cell-4
CellFullException: cell-4
CellFullException: cell-4
CellFullException: cell-12
CellFullException: cell-9
CellFullException: cell-9
CellFullException: cell-12
CellFullException: cell-4
CellFullException: cell-4
CellFullException: cell-12
CellFullException: cell-12
CellFullException: cell-9
CellFullException: cell-4
CellFullException: cell-9
CellFullException: cell-9
CellFullException: cell-4
CellFullException: cell-4
CellFullException: cell-9
CellFullException: cell-9
CellFullException: cell-4
CellFullException: cell-9
CellFullException: cell-12
CellFullException: cell-4
CellFullException: cell-4
----- Making handovers -----
CellFullException: cell-9
CellFullException: cell-12
CellFullException: cell-9
CellFullException: cell-8
CellFullException: cell-8
CellFullException: cell-9
CellFullException: cell-4
CellFullException: cell-8
CellFullException: cell-8
